siteName,theme,industry,colorScheme,localDesign,referoUrl
Google,dark,other,dark,docs/refero/styles/google-ec103780/DESIGN.md,https://styles.refero.design/style/ec103780-ac86-4bb0-8c21-f887d732e8b4
CLOU architects,light,design,light,docs/refero/styles/clou-architects-febf1c02/DESIGN.md,https://styles.refero.design/style/febf1c02-2c4d-46e6-ad16-8ee2a99ae0d5
Basic.Space,light,ecommerce,light,docs/refero/styles/basic-space-d7096101/DESIGN.md,https://styles.refero.design/style/d7096101-d33c-43b8-8b0b-d9dfff802db2
Folkert Gorter,light,other,light,docs/refero/styles/folkert-gorter-30b7dcc4/DESIGN.md,https://styles.refero.design/style/30b7dcc4-7f6e-413a-b6b5-dce60fed0acd
Watch new Originals,dark,media,dark,docs/refero/styles/watch-new-originals-e586b296/DESIGN.md,https://styles.refero.design/style/e586b296-bfac-4e93-add2-daa384712b39
Agence K72,dark,agency,dark,docs/refero/styles/agence-k72-1ff3bd9c/DESIGN.md,https://styles.refero.design/style/1ff3bd9c-827d-450a-a382-300839768d66
REKKI,dark,ai,dark,docs/refero/styles/rekki-65b8df27/DESIGN.md,https://styles.refero.design/style/65b8df27-36a3-47a6-be53-735d1f6a485d
Payments,light,fintech,light,docs/refero/styles/payments-123a15b8/DESIGN.md,https://styles.refero.design/style/123a15b8-4e17-4812-83ec-899cce45db5b
GRAZA,light,ecommerce,light,docs/refero/styles/graza-f2a84e0f/DESIGN.md,https://styles.refero.design/style/f2a84e0f-cf77-41fa-ade0-b062a3a42495
Analogue,dark,design,dark,docs/refero/styles/analogue-f68dd3d8/DESIGN.md,https://styles.refero.design/style/f68dd3d8-e8fa-4d2c-8c59-28aba06c9d8a
A24,light,media,light,docs/refero/styles/a24-6afa22a6/DESIGN.md,https://styles.refero.design/style/6afa22a6-bec8-47c3-b5ee-5d11d64902cb
Honk,light,media,light,docs/refero/styles/honk-ca4708f7/DESIGN.md,https://styles.refero.design/style/ca4708f7-7175-4da2-a47f-ce8f5e601f99
Philosophical Foxes,light,crypto,light,docs/refero/styles/philosophical-foxes-b89cbf8d/DESIGN.md,https://styles.refero.design/style/b89cbf8d-1198-4b0b-b8bc-8ee8025d8a6d
Roberta's Pizza,light,other,light,docs/refero/styles/roberta-s-pizza-3e497155/DESIGN.md,https://styles.refero.design/style/3e497155-bd96-4134-a4a5-855bd885a25c
Patreon,light,saas,light,docs/refero/styles/patreon-bb94375b/DESIGN.md,https://styles.refero.design/style/bb94375b-cf09-47d4-a2e3-7b332b2c9216
Isla Beauty,light,ecommerce,light,docs/refero/styles/isla-beauty-0b9da6ef/DESIGN.md,https://styles.refero.design/style/0b9da6ef-bec5-4073-90af-66c67e72f2a4
MAKR,light,ecommerce,light,docs/refero/styles/makr-f2bf6db7/DESIGN.md,https://styles.refero.design/style/f2bf6db7-37b6-4394-be97-6bbb2c45c268
Spacelab,light,design,light,docs/refero/styles/spacelab-7fdcf5eb/DESIGN.md,https://styles.refero.design/style/7fdcf5eb-4d65-49a2-b887-60119bca4edc
Gitbook,light,productivity,light,docs/refero/styles/gitbook-ea8a4150/DESIGN.md,https://styles.refero.design/style/ea8a4150-e062-4c0e-94ca-668a3033eb63
SST,light,devtools,light,docs/refero/styles/sst-19f92be1/DESIGN.md,https://styles.refero.design/style/19f92be1-65ac-4432-a82b-0aa1e685d97d
Tapbots,dark,other,dark,docs/refero/styles/tapbots-8ce08850/DESIGN.md,https://styles.refero.design/style/8ce08850-085e-4954-a2f0-16acfb8dce23
Pixso,light,design,light,docs/refero/styles/pixso-155dbf6e/DESIGN.md,https://styles.refero.design/style/155dbf6e-1187-424e-9ce8-59ffecff7e6b
Jacquemus,light,ecommerce,light,docs/refero/styles/jacquemus-0d03310d/DESIGN.md,https://styles.refero.design/style/0d03310d-bff2-45af-b599-cffd5c41f884
ThatWineIsMine,light,ecommerce,light,docs/refero/styles/thatwineismine-b9e7cf83/DESIGN.md,https://styles.refero.design/style/b9e7cf83-264c-4d52-bffb-0a1385657cc2
Chris Biron,dark,design,dark,docs/refero/styles/chris-biron-68eeb68f/DESIGN.md,https://styles.refero.design/style/68eeb68f-935b-4c14-9369-f3a5c23efedc
Redis Agency,dark,agency,dark,docs/refero/styles/redis-agency-4406799b/DESIGN.md,https://styles.refero.design/style/4406799b-1586-4d84-aac9-e6acdee0f679
A-WARE,light,ecommerce,light,docs/refero/styles/a-ware-5681f7b6/DESIGN.md,https://styles.refero.design/style/5681f7b6-c665-44b8-a065-da7180133149
Swap,light,saas,light,docs/refero/styles/swap-15d10d6c/DESIGN.md,https://styles.refero.design/style/15d10d6c-1844-46c6-ae69-c99a56e6ad41
Heavyweight,light,design,light,docs/refero/styles/heavyweight-d991c31d/DESIGN.md,https://styles.refero.design/style/d991c31d-2ffa-4a94-ab37-7f7d8f7d6a0c
Holiday 100,dark,ecommerce,dark,docs/refero/styles/holiday-100-48fa5bef/DESIGN.md,https://styles.refero.design/style/48fa5bef-d910-40e1-b9b0-c0fcad055c6f
Cosmos Network,dark,fintech,dark,docs/refero/styles/cosmos-network-60ee0386/DESIGN.md,https://styles.refero.design/style/60ee0386-cfad-409a-8310-762bfc2e4816
Windsurf,dark,devtools,dark,docs/refero/styles/windsurf-cfab7b43/DESIGN.md,https://styles.refero.design/style/cfab7b43-ed24-41e9-9272-c858700b865b
Pitch,light,productivity,light,docs/refero/styles/pitch-da332394/DESIGN.md,https://styles.refero.design/style/da332394-784c-4df2-9e66-c3f7b1d28f28
Superlocal,light,design,light,docs/refero/styles/superlocal-a865ac1d/DESIGN.md,https://styles.refero.design/style/a865ac1d-a4c2-425b-90db-2a7ec6d461a3
SuperHi,light,other,light,docs/refero/styles/superhi-90b8631c/DESIGN.md,https://styles.refero.design/style/90b8631c-4e2c-407e-86a3-d2bff456dc93
FeedHive,light,ai,light,docs/refero/styles/feedhive-45080e55/DESIGN.md,https://styles.refero.design/style/45080e55-1fbe-4726-be23-4c9f54e442aa
Pastel,light,design,light,docs/refero/styles/pastel-409d92b9/DESIGN.md,https://styles.refero.design/style/409d92b9-00a8-4e21-a430-ab95ea48204f
The Verge,dark,media,dark,docs/refero/styles/the-verge-e8c4206d/DESIGN.md,https://styles.refero.design/style/e8c4206d-9a2a-4c08-9524-6f14a25e792f
Promova,dark,other,dark,docs/refero/styles/promova-dae5e893/DESIGN.md,https://styles.refero.design/style/dae5e893-ca18-44c3-8f83-358cb52af237
INK,light,agency,light,docs/refero/styles/ink-6262b0bb/DESIGN.md,https://styles.refero.design/style/6262b0bb-ea6f-481b-b706-65df29507b6c
Brisbane Web Developer,light,agency,light,docs/refero/styles/brisbane-web-developer-23d83a89/DESIGN.md,https://styles.refero.design/style/23d83a89-8f22-405a-aa33-74fd0ebde9d8
Limitless,light,devtools,light,docs/refero/styles/limitless-626ae2de/DESIGN.md,https://styles.refero.design/style/626ae2de-c402-4805-b859-2c6adca41022
Locomotive,light,agency,light,docs/refero/styles/locomotive-131d07b0/DESIGN.md,https://styles.refero.design/style/131d07b0-f71b-4bd2-8046-f61485ed545c
Loops,light,saas,light,docs/refero/styles/loops-4d832c12/DESIGN.md,https://styles.refero.design/style/4d832c12-dd14-45b0-bba7-2d3bc25d8264
Better Stack,dark,devtools,dark,docs/refero/styles/better-stack-1de273f2/DESIGN.md,https://styles.refero.design/style/1de273f2-166f-4526-8442-16cc39fc7fd5
ADBC,light,other,light,docs/refero/styles/adbc-fe602c0f/DESIGN.md,https://styles.refero.design/style/fe602c0f-2862-432b-88fc-fa5f9fbc3c78
MORE Studio,light,design,light,docs/refero/styles/more-studio-f8872933/DESIGN.md,https://styles.refero.design/style/f8872933-87af-4b9b-8a20-20694f0c45a3
Artisans d'idées,dark,agency,dark,docs/refero/styles/artisans-d-idees-4067a82e/DESIGN.md,https://styles.refero.design/style/4067a82e-c6fe-4236-9487-805f25c11864
Usesammy,light,other,light,docs/refero/styles/usesammy-12ef36a6/DESIGN.md,https://styles.refero.design/style/12ef36a6-d7bb-4900-beba-73453cd7b110
Valo,dark,ai,dark,docs/refero/styles/valo-f65c3888/DESIGN.md,https://styles.refero.design/style/f65c3888-2eb3-41a1-87b3-f410b667097e
Gigantic,light,ecommerce,light,docs/refero/styles/gigantic-22e11001/DESIGN.md,https://styles.refero.design/style/22e11001-8786-4af7-bdb9-f9419ce8ad1a
Dollar Shave Club,dark,ecommerce,dark,docs/refero/styles/dollar-shave-club-6d72f05e/DESIGN.md,https://styles.refero.design/style/6d72f05e-dce6-43ad-9532-f61bf211ed46
Contra,light,design,light,docs/refero/styles/contra-1608cf19/DESIGN.md,https://styles.refero.design/style/1608cf19-b249-46d4-bd37-b4c6a7fc4b56
Soulwire,dark,design,dark,docs/refero/styles/soulwire-d4bb0eb1/DESIGN.md,https://styles.refero.design/style/d4bb0eb1-c35f-4c5d-8dec-250324ea5990
wix.com,light,saas,light,docs/refero/styles/wix-com-a31f5b99/DESIGN.md,https://styles.refero.design/style/a31f5b99-6e7d-4e13-9b80-cd60e455bd76
Daniela and Moe Wedding 2019,light,other,light,docs/refero/styles/daniela-and-moe-wedding-2019-0f1b3cd0/DESIGN.md,https://styles.refero.design/style/0f1b3cd0-de5a-4418-8711-0e1afe04707c
Oevra,light,productivity,light,docs/refero/styles/oevra-01d6013d/DESIGN.md,https://styles.refero.design/style/01d6013d-a176-4a22-b7dd-fbd113592956
Aesop,light,ecommerce,light,docs/refero/styles/aesop-24c0de95/DESIGN.md,https://styles.refero.design/style/24c0de95-295d-42aa-8240-4e36683cf35b
Relume,light,ai,light,docs/refero/styles/relume-b2dab9ac/DESIGN.md,https://styles.refero.design/style/b2dab9ac-9e35-43f5-a8bb-dd9d6702acf0
Splice,dark,media,dark,docs/refero/styles/splice-1f69df96/DESIGN.md,https://styles.refero.design/style/1f69df96-675d-4ee0-aa85-e085d9d39981
Sonos,light,ecommerce,light,docs/refero/styles/sonos-8d315332/DESIGN.md,https://styles.refero.design/style/8d315332-6267-4dc0-a14c-e8b49c26b0e1
Atoms,light,other,light,docs/refero/styles/atoms-537641a0/DESIGN.md,https://styles.refero.design/style/537641a0-5a24-4203-ae9b-cd29516aa3f8
AngelList,dark,fintech,dark,docs/refero/styles/angellist-c75603c7/DESIGN.md,https://styles.refero.design/style/c75603c7-492d-4c26-9744-9acc22fe6225
drink818,light,other,light,docs/refero/styles/drink818-5fc45cd6/DESIGN.md,https://styles.refero.design/style/5fc45cd6-924a-4d52-81d5-3ec5b5f43b91
Nuri,light,fintech,light,docs/refero/styles/nuri-a0cb71ee/DESIGN.md,https://styles.refero.design/style/a0cb71ee-c2f2-4c37-a527-9e8ff0a0b312
HNST Studio,light,ecommerce,light,docs/refero/styles/hnst-studio-7de578bc/DESIGN.md,https://styles.refero.design/style/7de578bc-9fbd-4664-a731-6223515bb601
Campsite,light,productivity,light,docs/refero/styles/campsite-5d8ad116/DESIGN.md,https://styles.refero.design/style/5d8ad116-b3d8-4890-a969-5b856b35c678
The Communication Studio,light,agency,light,docs/refero/styles/the-communication-studio-400e2eab/DESIGN.md,https://styles.refero.design/style/400e2eab-ff52-45ab-8ec2-79d7ab7b816e
Marco,light,design,light,docs/refero/styles/marco-88e9d606/DESIGN.md,https://styles.refero.design/style/88e9d606-7e8f-479c-9508-1b081e254ed9
Quicken,light,fintech,light,docs/refero/styles/quicken-75eb47d6/DESIGN.md,https://styles.refero.design/style/75eb47d6-2526-4936-b15a-7474cf4cdc69
INO,light,ecommerce,light,docs/refero/styles/ino-57388b47/DESIGN.md,https://styles.refero.design/style/57388b47-f789-441f-8b8d-13f1838a9ac6
On Shop,light,ecommerce,light,docs/refero/styles/on-shop-3a4ac160/DESIGN.md,https://styles.refero.design/style/3a4ac160-5e13-4e3f-b2c9-245da422e108
Coda,light,productivity,light,docs/refero/styles/coda-0f0d4cb7/DESIGN.md,https://styles.refero.design/style/0f0d4cb7-5109-4e81-8c8d-f6bd0441b27c
Notion,dark,saas,dark,docs/refero/styles/notion-f58e99d1/DESIGN.md,https://styles.refero.design/style/f58e99d1-940d-4254-8822-5d856bba6505
Loom,light,saas,light,docs/refero/styles/loom-bc2c6ecc/DESIGN.md,https://styles.refero.design/style/bc2c6ecc-7a0d-4693-86e5-9fa93b165601
Liquid Death,mixed,ecommerce,both,docs/refero/styles/liquid-death-b6f2b036/DESIGN.md,https://styles.refero.design/style/b6f2b036-e48e-452f-b003-941c491015c0
Home,light,other,light,docs/refero/styles/home-738b48c3/DESIGN.md,https://styles.refero.design/style/738b48c3-fecd-4af8-b3f8-4ef9c07b5d3f
Fallen Grape,light,ecommerce,light,docs/refero/styles/fallen-grape-17ce9ad2/DESIGN.md,https://styles.refero.design/style/17ce9ad2-f22d-4e48-92de-e28fb8551cc5
ilovecreatives,light,design,light,docs/refero/styles/ilovecreatives-9afa0254/DESIGN.md,https://styles.refero.design/style/9afa0254-423b-4354-a852-8894c33d2e6b
Maze,light,fintech,light,docs/refero/styles/maze-966a03d5/DESIGN.md,https://styles.refero.design/style/966a03d5-13e9-48d8-9b01-28e6ae3f3967
Surfshark,mixed,other,both,docs/refero/styles/surfshark-4fc7a535/DESIGN.md,https://styles.refero.design/style/4fc7a535-3c99-4ffe-8365-7d025d33274e
D.S. & DURGA,light,ecommerce,light,docs/refero/styles/d-s-and-durga-391bd401/DESIGN.md,https://styles.refero.design/style/391bd401-06d7-4444-8243-8573e96eab24
VITURE,light,ecommerce,light,docs/refero/styles/viture-390cfba6/DESIGN.md,https://styles.refero.design/style/390cfba6-8c2f-4273-8c9e-750d470b6e2e
Bunsa Studio,light,design,light,docs/refero/styles/bunsa-studio-16e75fc0/DESIGN.md,https://styles.refero.design/style/16e75fc0-5939-40e7-a187-b2f3b70fdafe
Cards Against Humanity,dark,other,dark,docs/refero/styles/cards-against-humanity-cef9a300/DESIGN.md,https://styles.refero.design/style/cef9a300-8513-46c2-9c2c-c0016e5a5d30
Relieve Furniture,light,other,light,docs/refero/styles/relieve-furniture-4e7daadc/DESIGN.md,https://styles.refero.design/style/4e7daadc-3dc4-4211-bf25-626ea7b216e6
BlueYard Capital,light,fintech,light,docs/refero/styles/blueyard-capital-ea11696a/DESIGN.md,https://styles.refero.design/style/ea11696a-17c0-41f8-9b08-c820851e0ea9
MEDIOCRE,light,design,light,docs/refero/styles/mediocre-74db0cb1/DESIGN.md,https://styles.refero.design/style/74db0cb1-87b9-4118-ac4e-dee1910f4cae
Zeus Jones,light,agency,light,docs/refero/styles/zeus-jones-b619e1b9/DESIGN.md,https://styles.refero.design/style/b619e1b9-86ee-4a10-b6e6-47b10927c3a2
Pedro Duarte,dark,agency,dark,docs/refero/styles/pedro-duarte-bee5e949/DESIGN.md,https://styles.refero.design/style/bee5e949-b8ba-43cb-aaeb-d8c3b5efb3fd
Champions4good,dark,other,dark,docs/refero/styles/champions4good-e02671e1/DESIGN.md,https://styles.refero.design/style/e02671e1-ba31-465f-bb7f-b124bf91ab5e
Getharvest,light,productivity,light,docs/refero/styles/getharvest-1eee9aa2/DESIGN.md,https://styles.refero.design/style/1eee9aa2-1e23-4675-9f6e-fb98c93969bd
1Password,mixed,saas,both,docs/refero/styles/1password-da0bfca3/DESIGN.md,https://styles.refero.design/style/da0bfca3-df1d-49d9-ae25-61d8f348426f
Dub Links,light,devtools,light,docs/refero/styles/dub-links-7bbbf1bc/DESIGN.md,https://styles.refero.design/style/7bbbf1bc-e375-4200-8d71-e373a3c78654
Everlane,light,ecommerce,light,docs/refero/styles/everlane-34b4856c/DESIGN.md,https://styles.refero.design/style/34b4856c-cc2b-4164-ab90-1b87cf8e0213
Kinfolk,light,media,light,docs/refero/styles/kinfolk-ac9b040e/DESIGN.md,https://styles.refero.design/style/ac9b040e-36aa-4881-ada5-72d4744947a4
Podcorn,light,media,light,docs/refero/styles/podcorn-8d4b0738/DESIGN.md,https://styles.refero.design/style/8d4b0738-c302-45c6-98c9-b3cd36e04613
Earlydog,light,saas,light,docs/refero/styles/earlydog-707a1648/DESIGN.md,https://styles.refero.design/style/707a1648-eaef-4629-9c5a-b835cedde250
Letter,light,fintech,light,docs/refero/styles/letter-bcfc6cb0/DESIGN.md,https://styles.refero.design/style/bcfc6cb0-1b39-4f3f-a95e-bd7b563b0efc
Moffitt.Moffitt. -,light,design,light,docs/refero/styles/moffitt-moffitt-4244637b/DESIGN.md,https://styles.refero.design/style/4244637b-e27b-4962-b586-cb3ac605e5aa
Exo Ape,light,agency,light,docs/refero/styles/exo-ape-18e84ffd/DESIGN.md,https://styles.refero.design/style/18e84ffd-4a5d-453d-aeff-dae2847aa3c9
UY Studio,light,ecommerce,light,docs/refero/styles/uy-studio-b376d42c/DESIGN.md,https://styles.refero.design/style/b376d42c-b2cb-4a52-8cec-ebf19cf1883f
Koa Health,light,other,light,docs/refero/styles/koa-health-a90e846a/DESIGN.md,https://styles.refero.design/style/a90e846a-d278-47c2-b7fc-9497b5e024da
Sneak in Peace,light,ecommerce,light,docs/refero/styles/sneak-in-peace-643f90ba/DESIGN.md,https://styles.refero.design/style/643f90ba-dc30-428b-a145-26f02fe70551
Sequence,light,crypto,light,docs/refero/styles/sequence-5b188bcc/DESIGN.md,https://styles.refero.design/style/5b188bcc-95f6-45b4-b0af-1c78e2ef05f2
B—Line,light,design,light,docs/refero/styles/b-line-3b9ed801/DESIGN.md,https://styles.refero.design/style/3b9ed801-511c-48b6-b516-68b1aa8a36ea
Jean Paul Gaultier,light,ecommerce,light,docs/refero/styles/jean-paul-gaultier-0c35beb7/DESIGN.md,https://styles.refero.design/style/0c35beb7-96fe-4394-b3ae-877629412f34
Bpowell,mixed,design,both,docs/refero/styles/bpowell-7afd842e/DESIGN.md,https://styles.refero.design/style/7afd842e-44d4-4f01-9ef5-683c31d820c9
Tailwind CSS,light,devtools,light,docs/refero/styles/tailwind-css-8f79ab5b/DESIGN.md,https://styles.refero.design/style/8f79ab5b-a91a-4bf4-a64f-4a5ba3ada7d5
Letterboxd,dark,media,dark,docs/refero/styles/letterboxd-d98dea0b/DESIGN.md,https://styles.refero.design/style/d98dea0b-00a4-4c15-b4a9-d196e2c3e4b4
Bear Markdown Notes,light,productivity,light,docs/refero/styles/bear-markdown-notes-4afe77ff/DESIGN.md,https://styles.refero.design/style/4afe77ff-e7fa-41d8-96d6-ce8cdc159f97
Overflow,light,design,light,docs/refero/styles/overflow-6845a075/DESIGN.md,https://styles.refero.design/style/6845a075-8573-4bdc-9346-58cb09b83547
ethereum.org,light,crypto,light,docs/refero/styles/ethereum-org-f53b2759/DESIGN.md,https://styles.refero.design/style/f53b2759-5b4a-4509-9311-51ab74238326
Pietrastudio,light,saas,light,docs/refero/styles/pietrastudio-577eb7d8/DESIGN.md,https://styles.refero.design/style/577eb7d8-3555-4378-83df-0cebebc4782f
Wellfound,light,productivity,light,docs/refero/styles/wellfound-f8286b32/DESIGN.md,https://styles.refero.design/style/f8286b32-cc41-43e3-8b43-067333bb2e32
Koox,light,ecommerce,light,docs/refero/styles/koox-d1ca41ff/DESIGN.md,https://styles.refero.design/style/d1ca41ff-1bcc-4081-b1fd-bdcf380ba749
OFF WHITE,dark,design,dark,docs/refero/styles/off-white-cf49b88a/DESIGN.md,https://styles.refero.design/style/cf49b88a-fb38-4520-8fbb-ab3efa983517
Aboard,light,productivity,light,docs/refero/styles/aboard-fabacd2a/DESIGN.md,https://styles.refero.design/style/fabacd2a-acb6-46c4-939c-4a464df15440
Hyper Tria,light,agency,light,docs/refero/styles/hyper-tria-6665a3dd/DESIGN.md,https://styles.refero.design/style/6665a3dd-606f-4fd1-80dd-a84e3b3a6226
Cards Against Humanity,dark,other,dark,docs/refero/styles/cards-against-humanity-51b5d80e/DESIGN.md,https://styles.refero.design/style/51b5d80e-d898-4d70-bd16-9e50406e014c
Freshman,dark,media,dark,docs/refero/styles/freshman-a6284fcd/DESIGN.md,https://styles.refero.design/style/a6284fcd-fa69-4469-ac40-4239e5b84a39
HOUSEPLANT,light,ecommerce,light,docs/refero/styles/houseplant-7fdd9506/DESIGN.md,https://styles.refero.design/style/7fdd9506-0a85-41a5-b2a7-c5ce1f31d863
DNCO,light,agency,light,docs/refero/styles/dnco-c072c00a/DESIGN.md,https://styles.refero.design/style/c072c00a-ee7f-4160-bd06-645cca12f7a8
Doo,light,productivity,light,docs/refero/styles/doo-d486c348/DESIGN.md,https://styles.refero.design/style/d486c348-fc1b-4b01-9064-1213e4dbcb1b
The online bank,light,fintech,light,docs/refero/styles/the-online-bank-e9f07a27/DESIGN.md,https://styles.refero.design/style/e9f07a27-bdd4-4f6a-8132-329d014aa5f4
Super,mixed,saas,both,docs/refero/styles/super-25863c92/DESIGN.md,https://styles.refero.design/style/25863c92-a287-491e-bae7-4da37a1f9a98
reboot,light,agency,light,docs/refero/styles/reboot-ac14ea36/DESIGN.md,https://styles.refero.design/style/ac14ea36-ea3e-4a25-bd16-11fb50d806fb
Phantom,light,crypto,light,docs/refero/styles/phantom-6144c3ae/DESIGN.md,https://styles.refero.design/style/6144c3ae-fc57-4efe-b6ed-2b5eab2dc108
Woset,light,ecommerce,light,docs/refero/styles/woset-430813c0/DESIGN.md,https://styles.refero.design/style/430813c0-f0c7-434f-92ef-d3a0780ba734
Treecard,light,other,light,docs/refero/styles/treecard-c4404785/DESIGN.md,https://styles.refero.design/style/c4404785-1b20-4a5d-b907-96769937e03f
Studio Gruhl,dark,design,dark,docs/refero/styles/studio-gruhl-9e3fde24/DESIGN.md,https://styles.refero.design/style/9e3fde24-cc7d-4b96-a70a-7c172882aa8f
MetaMusic,light,media,light,docs/refero/styles/metamusic-6ffe7b61/DESIGN.md,https://styles.refero.design/style/6ffe7b61-a418-4cbd-9e7a-a5129db6c589
Proton,light,saas,light,docs/refero/styles/proton-7fa8f4c3/DESIGN.md,https://styles.refero.design/style/7fa8f4c3-4114-4c46-b1fb-b6cdcaaa2169
#standwithukraine,dark,other,dark,docs/refero/styles/standwithukraine-6e91afd2/DESIGN.md,https://styles.refero.design/style/6e91afd2-a3ce-4bd7-88ab-eea9e38f6af4
Baggu,light,ecommerce,light,docs/refero/styles/baggu-39105d96/DESIGN.md,https://styles.refero.design/style/39105d96-3cb1-497a-8f9f-507a1bed4d30
Fable,light,ecommerce,light,docs/refero/styles/fable-6db97165/DESIGN.md,https://styles.refero.design/style/6db97165-78a2-4953-9d93-281f6a8f58aa
Tech Barcelona,light,other,light,docs/refero/styles/tech-barcelona-271172f7/DESIGN.md,https://styles.refero.design/style/271172f7-9f6d-4d6f-9baa-91a41648d8be
Wiza,light,ai,light,docs/refero/styles/wiza-3720657f/DESIGN.md,https://styles.refero.design/style/3720657f-2b59-475e-a43d-b18cac718325
Superlist,dark,productivity,dark,docs/refero/styles/superlist-13f27e7a/DESIGN.md,https://styles.refero.design/style/13f27e7a-d84f-4ff9-a030-ae4e2c930757
Savvycal,light,productivity,light,docs/refero/styles/savvycal-83b71dd8/DESIGN.md,https://styles.refero.design/style/83b71dd8-de08-4c57-80b2-9fced17a0ca5
Grammarly,light,productivity,light,docs/refero/styles/grammarly-be2af3f3/DESIGN.md,https://styles.refero.design/style/be2af3f3-3886-4d70-973f-f7b5ab8d1a99
Next.js Conf 2025,light,devtools,light,docs/refero/styles/next-js-conf-2025-99e6eff7/DESIGN.md,https://styles.refero.design/style/99e6eff7-871d-4018-bb81-d2ea235f4f91
Green Angel Syndicate,light,fintech,light,docs/refero/styles/green-angel-syndicate-72f16808/DESIGN.md,https://styles.refero.design/style/72f16808-d783-45e9-8166-2399c73473fc
B/D® JAMS,light,media,light,docs/refero/styles/b-d-jams-f53d4664/DESIGN.md,https://styles.refero.design/style/f53d4664-017b-46d1-9336-ec555dc9022e
Telescope,light,other,light,docs/refero/styles/telescope-e6fb72b4/DESIGN.md,https://styles.refero.design/style/e6fb72b4-877d-46ab-8f94-590b971d4dc1
AllCaps,light,design,light,docs/refero/styles/allcaps-b024c7cb/DESIGN.md,https://styles.refero.design/style/b024c7cb-c0b6-413d-9caf-5fec7ed5071e
Petertarka,light,design,light,docs/refero/styles/petertarka-40a590a3/DESIGN.md,https://styles.refero.design/style/40a590a3-1f0d-41ab-9c39-30adf86dd400
Ordinal,dark,saas,dark,docs/refero/styles/ordinal-4657db98/DESIGN.md,https://styles.refero.design/style/4657db98-0c6c-4848-91e9-c339f3bb7815
bokoko33.me,light,design,light,docs/refero/styles/bokoko33-me-075fda17/DESIGN.md,https://styles.refero.design/style/075fda17-544b-4a02-86ff-5e3ea59f96d6
Freitag,light,ecommerce,light,docs/refero/styles/freitag-d75a643b/DESIGN.md,https://styles.refero.design/style/d75a643b-a518-4550-b430-679cd989a447
Kikk Festival,light,other,light,docs/refero/styles/kikk-festival-94ea1ae0/DESIGN.md,https://styles.refero.design/style/94ea1ae0-1b51-4c77-9662-b40fcaf82ecd
Promly,dark,other,dark,docs/refero/styles/promly-9117a4f5/DESIGN.md,https://styles.refero.design/style/9117a4f5-6171-44ad-aa85-a387a5d80620
ddna,light,ecommerce,light,docs/refero/styles/ddna-0e8e546b/DESIGN.md,https://styles.refero.design/style/0e8e546b-004c-46b6-a960-5dd88968ae07
jun.works,light,design,light,docs/refero/styles/jun-works-02ba867b/DESIGN.md,https://styles.refero.design/style/02ba867b-49e3-4ab4-ad23-c30baf345078
Catherine Peacock,light,design,light,docs/refero/styles/catherine-peacock-a9fd26a1/DESIGN.md,https://styles.refero.design/style/a9fd26a1-7741-49fd-aceb-ca734153b927
Luis Bizarro,dark,design,dark,docs/refero/styles/luis-bizarro-c23be526/DESIGN.md,https://styles.refero.design/style/c23be526-89e8-468f-ba35-9ab647908325
Bongusta,light,ecommerce,light,docs/refero/styles/bongusta-588b79ff/DESIGN.md,https://styles.refero.design/style/588b79ff-97ee-4e90-951e-401ece6c5fe1
Martin Laxenaire,light,design,light,docs/refero/styles/martin-laxenaire-0e8db8d0/DESIGN.md,https://styles.refero.design/style/0e8db8d0-4d8f-48ac-a8e7-aaea9601e3ce
Readymag,light,design,light,docs/refero/styles/readymag-1287abc9/DESIGN.md,https://styles.refero.design/style/1287abc9-da90-410d-a997-96b8b11ad646
Secure and powerful crypto wallet | Ctrl Wallet,light,crypto,light,docs/refero/styles/secure-and-powerful-crypto-wallet-ctrl-wallet-88b02f2c/DESIGN.md,https://styles.refero.design/style/88b02f2c-d82e-495a-8fb6-e750a0fb1211
Vivid Spain,light,fintech,light,docs/refero/styles/vivid-spain-c25e8eb5/DESIGN.md,https://styles.refero.design/style/c25e8eb5-634d-4aca-b30b-d8ba5a50dc5a
Depot,dark,devtools,dark,docs/refero/styles/depot-f4636c5b/DESIGN.md,https://styles.refero.design/style/f4636c5b-1342-48b2-b9b1-a82e2182440e
ElevenReader,light,productivity,light,docs/refero/styles/elevenreader-c51c8371/DESIGN.md,https://styles.refero.design/style/c51c8371-0e42-4bdf-9766-c9eac5eee9a5
Jitter,light,design,light,docs/refero/styles/jitter-ab1e41e9/DESIGN.md,https://styles.refero.design/style/ab1e41e9-7d21-4762-b498-51b8c63ae7ce
Resn,dark,agency,dark,docs/refero/styles/resn-9c1ec0f7/DESIGN.md,https://styles.refero.design/style/9c1ec0f7-f6fb-4388-9fde-760942dedbda
Touchy Coffee,light,ecommerce,light,docs/refero/styles/touchy-coffee-6da76890/DESIGN.md,https://styles.refero.design/style/6da76890-6e04-452a-834d-ff019e232c2b
Beth-Emily,light,design,light,docs/refero/styles/beth-emily-e777bc8c/DESIGN.md,https://styles.refero.design/style/e777bc8c-91c8-4f4d-bd4d-1894abeba25d
Anacuna,light,design,light,docs/refero/styles/anacuna-bb961b10/DESIGN.md,https://styles.refero.design/style/bb961b10-d437-4023-9201-a44349fe591f
Superr,light,productivity,light,docs/refero/styles/superr-cfd0fec1/DESIGN.md,https://styles.refero.design/style/cfd0fec1-f25a-4b9b-9bd0-d5b66960f2f2
